,userId,songId,num_plays,
,176,110,1,
,166,638,2,
,264,454,1,
,267,158,1,
,167,506,1,
,113,276,1,
,226,30,2,
,287,682,4,
,265,275,4,
,33,153,2,
,147,104,1,
,14,643,3,
,199,584,1,
,276,422,1,
,282,85,1,
,0,296,1,
,134,633,3,
,187,673,10,
,315,362,1,
,255,193,2,
,78,115,1,
,34,210,5,
,126,183,1,
,233,417,1,
,140,663,3,
,305,601,3,
,259,372,6,
,250,654,1,
,120,177,1,
,96,416,2,
,41,473,6,
,127,52,4,
,107,689,4,
,231,442,14,
,114,168,3,
,278,3,2,
,55,328,1,
,244,283,3,
,238,692,1,
,50,235,2,
,73,19,1,
,113,560,2,
,121,641,2,
,219,64,1,
,214,554,4,
,256,504,1,
,56,563,3,
,158,107,1,
,144,698,2,
,36,220,5,
,65,4,9,
,223,624,2,
,230,720,1,
,47,171,1,
,13,467,3,
,280,448,1,
,306,361,1,
,257,261,1,
,43,394,3,
,262,703,1,
,9,408,1,
,23,653,1,
,171,287,3,
,129,90,1,
,216,141,1,
,156,213,2,
,214,574,1,
,60,612,1,
,203,298,3,
,200,58,3,
,11,68,2,
,110,561,1,
,116,14,1,
,270,454,1,
,149,199,3,
,311,365,1,
,31,67,1,
,193,174,2,
,76,420,2,
,12,180,1,
,233,401,1,
,259,85,1,
,212,65,1,
,182,53,5,
,13,255,2,
,283,683,1,
,306,530,1,
,96,115,3,
,268,210,1,
,179,192,1,
,35,663,1,
,290,333,2,
,307,601,2,
,241,686,1,
,49,233,3,
,136,360,1,
,84,725,7,
,97,177,2,
,293,696,1,
,216,305,2,
,288,660,1,
,219,631,1,
,95,689,1,
,221,6,7,
,265,168,9,
,203,205,1,
,151,3,7,
,200,178,4,
,56,429,1,
,248,634,1,
,119,620,3,
,42,235,1,
,104,554,2,
,296,327,1,
,78,563,1,
,209,263,3,
,190,324,1,
,177,387,1,
,305,498,3,
,259,594,3,
,120,55,1,
,117,49,8,
,43,162,1,
,127,238,2,
,241,467,2,
,161,448,1,
,49,543,11,
,84,389,1,
,267,569,2,
,261,38,3,
,181,510,1,
,245,356,2,
,156,113,1,
,56,464,1,
,298,323,2,
,58,338,2,
,158,469,2,
,149,141,1,
,302,145,4,
,144,213,2,
,153,228,1,
,208,702,1,
,255,58,4,
,159,600,1,
,103,546,1,
,285,424,5,
,111,248,3,
,177,506,2,
,291,201,1,
,6,281,4,
,283,67,3,
,295,275,1,
,257,153,1,
,202,187,3,
,310,463,3,
,49,322,4,
,130,673,16,
,273,683,4,
,171,108,4,
,312,101,2,
,264,81,1,
,102,210,4,
,167,27,1,
,75,601,3,
,213,122,1,
,150,725,1,
,116,654,2,
,2,696,4,
,118,386,1,
,99,473,6,
,282,259,1,
,0,631,1,
,138,442,3,
,134,13,1,
,255,178,1,
,133,328,1,
,157,545,1,
,47,5,1,
,13,641,5,
,205,554,1,
,96,563,1,
,191,675,2,
,257,37,1,
,269,486,10,
,196,695,1,
,49,290,3,
,162,441,1,
,171,301,1,
,63,8,1,
,293,23,1,
,38,49,3,
,214,649,1,
,195,443,1,
,287,585,3,
,265,277,1,
,203,51,2,
,304,400,1,
,317,361,1,
,282,356,1,
,67,80,2,
,18,160,1,
,31,697,2,
,251,411,1,
,211,653,16,
,159,595,1,
,319,265,1,
,152,592,1,
,185,145,3,
,146,272,11,
,297,109,1,
,40,612,1,
,292,58,1,
,127,454,1,
,55,357,1,
,176,124,1,
,49,30,20,
,84,700,1,
,273,67,1,
,194,46,2,
,216,153,1,
,80,104,1,
,121,393,16,
,214,422,2,
,98,496,1,
,203,85,2,
,56,53,7,
,58,633,1,
,11,673,1,
,110,375,5,
,116,368,1,
,317,530,2,
,135,210,2,
,149,300,6,
,294,667,1,
,302,501,3,
,174,103,1,
,74,417,1,
,89,333,1,
,243,601,1,
,251,372,2,
,126,233,1,
,300,360,1,
,27,599,1,
,91,177,4,
,209,665,1,
,230,444,3,
,232,696,1,
,224,386,1,
,177,473,2,
,13,674,9,
,86,689,1,
,3,280,9,
,295,168,5,
,96,429,2,
,235,470,1,
,266,20,1,
,268,169,1,
,43,57,1,
,165,306,7,
,207,676,3,
,318,235,4,
,229,430,1,
,220,397,11,
,194,43,1,
,129,269,8,
,239,563,1,
,261,383,2,
,73,462,3,
,70,263,2,
,156,17,1,
,95,324,1,
,256,505,1,
,287,387,1,
,221,721,2,
,56,568,3,
,147,4,1,
,14,445,1,
,123,55,9,
,2,23,1,
,276,49,7,
,30,637,1,
,53,438,4,
,108,467,1,
,155,166,5,
,193,448,2,
,103,509,2,
,223,589,4,
,157,569,1,
,140,510,1,
,132,394,1,
,259,356,4,
,86,160,1,
,169,143,1,
,283,697,1,
,96,464,1,
,268,710,1,
,279,550,1,
,41,287,5,
,17,712,1,
,307,515,1,
,8,213,7,
,161,228,1,
,194,370,10,
,240,14,1,
,143,158,13,
,188,652,1,
,106,67,1,
,68,275,3,
,71,605,2,
,252,393,2,
,133,65,5,
,78,53,3,
,126,322,1,
,210,673,3,
,103,642,1,
,230,210,1,
,177,27,2,
,274,103,2,
,280,350,1,
,168,417,6,
,94,372,2,
,120,727,2,
,191,233,2,
,64,599,1,
,154,367,1,
,189,177,6,
,207,416,1,
,202,696,2,
,72,386,1,
,196,660,2,
,23,631,2,
,176,442,10,
,162,182,27,
,130,280,2,
,314,86,2,
,166,178,1,
,73,306,1,
,156,235,2,
,60,709,1,
,56,644,3,
,298,554,1,
,116,43,1,
,119,675,1,
,294,461,1,
,118,523,1,
,215,263,22,
,208,387,2,
,36,695,3,
,243,498,1,
,78,568,3,
,108,310,1,
,76,220,27,
,26,713,1,
,271,114,1,
,103,4,1,
,308,443,1,
,306,438,2,
,299,312,1,
,15,403,3,
,263,569,1,
,202,45,1,
,107,216,9,
,290,394,1,
,166,29,1,
,293,338,1,
,181,195,1,
,289,622,2,
,237,75,6,
,214,712,3,
,221,200,1,
,200,109,1,
,213,213,3,
,228,228,1,
,71,298,16,
,30,600,1,
,311,454,1,
,144,690,1,
,104,499,3,
,148,337,1,
,137,2,10,
,85,276,19,
,108,722,1,
,126,30,2,
,210,184,15,
,271,67,1,
,285,681,7,
,246,420,1,
,185,104,1,
,305,643,1,
,206,584,1,
,13,393,2,
,168,401,6,
,3,496,1,
,54,65,2,
,96,53,4,
,227,593,7,
,207,115,2,
,88,28,1,
,231,300,1,
,310,27,1,
,49,417,2,
,7,602,2,
,87,601,4,
,51,372,1,
,312,686,2,
,45,93,2,
,245,177,6,
,113,416,1,
,125,444,3,
,219,696,1,
,256,386,2,
,90,660,2,
,60,435,1,
,265,704,1,
,109,674,3,
,68,168,2,
,147,3,1,
,270,20,1,
,201,359,1,
,186,306,3,
,252,620,2,
,85,560,1,
,34,227,1,
,319,675,1,
,111,461,1,
,206,202,3,
,86,324,2,
,94,594,1,
,57,503,1,
,41,301,2,
,197,687,4,
,202,23,5,
,17,49,2,
,286,672,1,
,162,649,5,
,277,465,1,
,312,467,3,
,261,312,1,
,203,356,1,
,272,427,1,
,303,645,2,
,14,29,1,
,248,214,2,
,42,323,1,
,2,338,1,
,313,345,3,
,184,622,1,
,66,90,1,
,67,75,2,
,252,265,1,
,243,515,2,
,133,378,8,
,155,213,1,
,193,228,1,
,211,655,1,
,26,612,3,
,159,298,1,
,236,58,1,
,223,726,1,
,227,66,1,
,189,632,1,
,127,174,4,
,72,0,1,
,241,393,1,
,49,401,3,
,130,496,1,
,51,85,1,
,239,53,1,
,293,633,1,
,320,593,1,
,80,642,1,
,113,115,13,
,287,27,1,
,254,103,1,
,105,417,1,
,282,177,6,
,275,416,1,
,67,140,2,
,138,305,1,
,104,694,2,
,36,660,4,
,137,704,5,
,65,206,50,
,211,631,9,
,34,689,1,
,210,280,6,
,223,328,1,
,190,295,1,
,246,340,1,
,1,676,2,
,218,235,1,
,86,452,1,
,283,430,13,
,250,560,1,
,96,644,1,
,279,598,1,
,189,327,6,
,207,563,1,
,286,461,1,
,72,523,1,
,290,531,2,
,278,202,2,
,4,619,1,
,241,552,2,
,84,695,2,
,239,568,1,
,45,537,71,
,160,100,1,
,156,161,1,
,29,39,3,
,214,49,8,
,98,380,1,
,265,624,3,
,141,130,1,
,298,649,2,
,11,171,2,
,204,585,1,
,317,438,1,
,158,166,1,
,248,400,2,
,276,389,2,
,302,509,4,
,186,589,5,
,65,80,16,
,34,160,1,
,210,62,6,
,157,550,1,
,111,678,2,
,212,382,1,
,16,141,2,
,205,712,1,
,92,170,1,
,269,58,1,
,112,188,1,
,189,575,1,
,127,11,1,
,197,508,4,
,290,14,2,
,277,131,1,
,267,652,2,
,38,700,1,
,82,405,1,
,181,67,1,
,29,153,1,
,298,422,3,
,11,496,1,
,242,53,1,
,119,322,2,
,79,673,1,
,302,642,4,
,104,587,1,
,126,417,2,
,192,601,8,
,157,232,1,
,246,725,1,
,259,177,9,
,16,305,1,
,94,259,2,
,163,442,2,
,41,168,1,
,269,178,1,
,207,429,1,
,127,20,3,
,61,169,3,
,107,295,1,
,286,402,1,
,72,94,1,
,8,235,3,
,161,545,3,
,130,5,10,
,239,644,1,
,245,327,1,
,113,563,8,
,121,675,12,
,21,461,8,
,256,523,1,
,265,462,1,
,151,202,3,
,200,107,1,
,11,538,1,
,199,310,5,
,158,698,3,
,208,629,3,
,185,509,1,
,291,361,2,
,52,518,1,
,274,527,2,
,48,113,1,
,279,396,1,
,154,697,1,
,207,464,1,
,61,710,1,
,202,338,3,
,241,265,2,
,162,712,12,
,87,515,1,
,234,213,2,
,264,228,2,
,73,726,1,
,95,68,1,
,226,567,4,
,60,14,1,
,32,546,1,
,203,349,1,
,141,424,1,
,254,373,5,
,56,379,3,
,83,119,1,
,116,276,1,
,147,131,1,
,311,174,1,
,148,104,2,
,159,85,2,
,103,580,1,
,223,65,6,
,190,673,2,
,140,683,1,
,305,193,1,
,274,210,2,
,120,103,1,
,5,12,1,
,191,417,4,
,258,388,1,
,263,232,2,
,231,190,7,
,290,654,3,
,220,177,1,
,4,556,3,
,84,660,1,
,51,259,1,
,102,689,1,
,80,3,1,
,113,429,3,
,160,20,1,
,256,94,1,
,265,306,3,
,58,507,8,
,116,560,2,
,199,641,6,
,172,489,2,
,252,675,2,
,65,202,7,
,53,619,1,
,133,263,4,
,155,17,39,
,34,324,3,
,76,695,2,
,232,326,1,
,185,4,3,
,86,679,1,
,205,49,7,
,266,664,1,
,19,87,1,
,257,443,1,
,299,585,1,
,179,467,1,
,37,166,134,
,127,448,11,
,114,589,5,
,220,102,6,
,129,245,2,
,167,482,5,
,289,29,6,
,73,651,1,
,113,464,1,
,156,323,1,
,219,338,1,
,60,345,1,
,254,630,1,
,304,141,1,
,298,712,1,
,199,56,4,
,158,213,1,
,270,228,17,
,294,612,3,
,184,58,1,
,186,726,2,
,74,567,1,
,36,600,5,
,253,276,1,
,103,131,1,
,157,652,1,
,233,682,1,
,177,275,1,
,6,551,21,
,16,153,1,
,57,584,1,
,235,393,1,
,207,53,2,
,179,255,30,
,202,633,2,
,231,362,1,
,9,613,4,
,290,368,1,
,217,642,1,
,59,210,1,
,241,183,2,
,8,436,5,
,161,497,1,
,176,300,1,
,136,27,1,
,129,271,19,
,97,103,1,
,10,417,8,
,82,601,2,
,288,372,3,
,237,686,1,
,24,122,2,
,121,233,17,
,226,360,2,
,214,725,6,
,203,177,1,
,204,473,7,
,71,259,3,
,317,52,2,
,302,3,2,
,186,328,1,
,67,470,11,
,18,295,7,
,133,646,9,
,108,620,1,
,115,650,1,
,81,48,8,
,93,554,2,
,157,598,2,
,259,327,1,
,6,179,1,
,40,531,5,
,54,263,1,
,258,72,1,
,207,568,2,
,127,485,3,
,202,326,5,
,17,220,1,
,4,100,3,
,162,49,18,
,84,637,2,
,50,649,1,
,267,565,1,
,214,389,1,
,265,589,8,
,144,323,2,
,0,338,1,
,208,287,14,
,115,141,4,
,22,213,1,
,111,612,1,
,47,304,7,
,259,575,3,
,86,68,1,
,308,147,1,
,306,454,2,
,96,379,1,
,48,690,4,
,227,119,1,
,154,201,1,
,15,79,1,
,262,131,3,
,316,281,1,
,263,652,2,
,9,682,3,
,8,562,16,
,247,104,1,
,50,422,5,
,45,496,1,
,80,580,1,
,113,53,8,
,70,296,1,
,156,78,1,
,95,673,2,
,32,642,2,
,75,193,1,
,284,12,2,
,124,601,2,
,252,233,1,
,74,360,1,
,251,177,1,
,108,152,1,
,211,696,4,
,115,305,2,
,300,473,18,
,103,206,1,
,12,52,1,
,222,674,2,
,128,274,1,
,177,168,5,
,152,205,1,
,185,3,5,
,1,429,1,
,274,169,2,
,54,646,1,
,48,235,4,
,257,268,1,
,227,709,1,
,15,397,1,
,43,560,1,
,262,542,1,
,207,644,1,
,197,117,3,
,318,554,1,
,263,598,2,
,202,504,3,
,220,327,9,
,49,383,1,
,166,107,2,
,312,552,2,
,102,324,9,
,38,695,2,
,288,594,1,
,113,568,2,
,237,310,2,
,98,278,1,
,90,494,1,
,32,4,2,
,303,23,1,
,298,49,5,
,33,520,1,
,116,130,2,
,99,277,2,
,46,166,2,
,74,312,4,
,134,264,1,
,31,361,1,
,53,518,1,
,271,288,1,
,159,356,1,
,253,289,3,
,319,408,1,
,157,396,2,
,52,526,1,
,212,653,1,
,57,75,6,
,163,141,1,
,258,712,5,
,127,228,2,
,316,655,1,
,196,298,1,
,229,188,3,
,55,413,1,
,8,369,8,
,49,567,13,
,84,600,5,
,237,722,7,
,214,700,4,
,195,67,1,
,287,275,1,
,221,535,1,
,145,174,1,
,110,104,1,
,116,656,3,
,99,31,2,
,184,137,1,
,67,255,1,
,18,673,9,
,22,460,1,
,319,417,1,
,47,601,4,
,152,372,1,
,297,122,1,
,52,625,56,
,13,233,1,
,5,696,2,
,19,386,7,
,88,442,1,
,107,280,2,
,9,440,10,
,307,178,1,
,220,308,2,
,247,570,1,
,194,676,1,
,50,266,1,
,70,64,1,
,156,554,2,
,219,504,1,
,256,347,1,
,272,366,2,
,56,489,3,
,304,37,1,
,188,461,1,
,58,523,1,
,147,202,1,
,135,324,1,
,276,695,1,
,313,614,3,
,275,568,1,
,311,485,1,
,0,326,1,
,148,4,3,
,211,23,1,
,93,649,1,
,297,166,1,
,52,448,1,
,283,361,1,
,316,645,1,
,61,160,1,
,310,482,4,
,220,390,5,
,241,21,6,
,8,323,3,
,161,550,1,
,87,622,4,
,277,75,3,
,50,712,4,
,70,655,1,
,219,426,1,
,90,298,2,
,265,726,3,
,56,110,3,
,150,600,2,
,83,14,1,
,317,454,3,
,158,690,2,
,270,158,10,
,186,357,3,
,134,557,2,
,133,215,1,
,253,656,1,
,93,422,1,
,232,148,3,
,1,53,3,
,212,296,1,
,86,673,4,
,169,642,1,
,283,530,1,
,120,210,1,
,163,300,1,
,299,27,1,
,15,159,3,
,175,601,3,
,196,372,1,
,161,232,1,
,49,360,7,
,51,177,1,
,166,711,7,
,293,386,1,
,38,660,1,
,288,259,1,
,237,674,5,
,125,689,5,
,62,442,10,
,98,636,1,
,287,168,3,
,90,205,1,
,32,3,2,
,265,328,6,
,151,470,1,
,58,94,1,
,116,676,1,
,242,634,5,
,199,620,3,
,302,542,4,
,67,641,1,
,215,64,6,
,174,227,1,
,85,563,21,
,78,489,1,
,108,675,1,
,103,202,2,
,236,107,7,
,223,263,2,
,122,586,1,
,232,505,1,
,1,568,1,
,169,4,1,
,5,23,1,
,117,637,2,
,231,443,1,
,278,467,1,
,161,524,1,
,176,533,1,
,49,312,2,
,249,703,8,
,80,80,1,
,213,323,2,
,303,338,1,
,304,335,1,
,150,595,5,
,14,469,5,
,198,382,3,
,79,724,1,
,311,228,1,
,144,574,1,
,187,304,17,
,36,298,5,
,53,11,1,
,12,454,1,
,319,284,2,
,225,566,6,
,140,201,1,
,250,681,1,
,306,174,1,
,64,104,1,
,179,393,1,
,196,85,1,
,55,296,5,
,39,673,8,
,129,81,23,
,97,210,4,
,312,183,2,
,45,688,30,
,245,103,2,
,121,417,13,
,226,578,1,
,98,601,1,
,200,122,1,
,71,177,2,
,116,416,1,
,248,305,3,
,2,386,3,
,276,660,3,
,67,674,1,
,172,442,1,
,34,295,11,
,28,94,1,
,300,250,2,
,44,306,3,
,253,676,2,
,103,54,1,
,223,646,5,
,230,452,1,
,212,64,4,
,16,309,1,
,168,41,6,
,94,327,2,
,96,489,2,
,227,531,2,
,64,88,1,
,165,263,1,
,127,9,1,
,35,721,2,
,310,381,3,
,162,220,8,
,50,49,1,
,167,624,1,
,156,649,2,
,95,171,1,
,200,166,3,
,145,448,1,
,56,400,3,
,298,389,3,
,58,264,1,
,68,589,14,
,294,394,1,
,315,697,8,
,133,653,2,
,300,287,2,
,103,75,1,
,319,341,2,
,93,712,1,
,152,680,5,
,212,655,6,
,283,188,1,
,295,726,1,
,306,11,1,
,96,110,1,
,112,454,1,
,88,199,2,
,161,652,2,
,176,302,1,
,49,682,3,
,80,584,1,
,245,701,7,
,237,393,2,
,24,36,1,
,156,422,3,
,98,243,1,
,90,85,2,
,265,65,5,
,141,53,8,
,151,255,10,
,303,633,1,
,170,673,2,
,304,362,2,
,116,115,2,
,199,183,1,
,131,27,1,
,282,103,1,
,215,12,3,
,252,417,2,
,104,409,4,
,187,601,2,
,255,122,1,
,108,233,1,
,193,232,1,
,159,177,2,
,209,696,4,
,232,386,1,
,246,660,1,
,111,435,1,
,182,442,10,
,218,182,2,
,169,3,1,
,139,178,15,
,306,20,2,
,120,169,3,
,268,295,2,
,41,306,2,
,15,339,12,
,43,676,1,
,37,235,2,
,127,545,1,
,61,452,1,
,197,544,1,
,107,5,1,
,290,560,2,
,100,579,2,
,8,554,2,
,314,43,8,
,87,262,5,
,194,563,1,
,277,615,2,
,267,461,1,
,167,462,1,
,80,202,1,
,237,552,9,
,214,695,3,
,200,698,1,
,303,326,1,
,33,114,1,
,71,55,1,
,42,49,7,
,149,520,2,
,144,649,1,
,138,443,1,
,255,166,3,
,126,312,2,
,28,264,1,
,183,635,1,
,300,63,4,
,271,361,1,
,44,589,1,
,246,249,3,
,146,427,10,
,86,62,5,
,169,95,1,
,250,464,1,
,54,653,5,
,48,323,10,
,266,550,1,
,163,335,1,
,262,75,1,
,88,141,3,
,318,712,3,
,175,515,1,
,4,228,5,
,8,574,1,
,84,298,1,
,87,58,1,
,77,260,1,
,267,106,5,
,167,317,2,
,113,379,1,
,60,276,1,
,265,357,1,
,272,281,1,
,228,652,1,
,298,700,1,
,33,67,1,
,110,282,1,
,317,174,1,
,149,18,1,
,172,89,2,
,144,422,1,
,137,65,5,
,85,53,1,
,65,255,3,
,133,296,2,
,108,322,2,
,211,633,1,
,34,673,7,
,101,321,1,
,81,593,1,
,300,108,1,
,233,27,1,
,111,577,2,
,185,192,3,
,259,103,1,
,13,417,2,
,168,578,4,
,306,625,2,
,88,305,1,
,202,386,2,
,9,473,1,
,39,280,5,
,130,636,1,
,84,205,3,
,312,139,2,
,102,295,56,
,240,676,2,
,73,646,6,
,24,235,1,
,90,397,1,
,60,560,4,
,151,641,1,
,213,554,1,
,116,563,1,
,79,61,1,
,99,462,2,
,302,202,4,
,184,107,3,
,186,263,1,
,174,324,1,
,85,568,2,
,211,326,1,
,209,23,2,
,93,49,2,
,225,520,1,
